rr,0,8,8,6,128.44050000000001
random,0,8,8,6,129.43050000000002
cc,0,8,8,6,115.5205
rr,1,8,8,13,294.9920000000001
random,1,8,8,13,261.09700000000004
cc,1,8,8,13,229.352
rr,2,8,8,3,100.44999999999999
random,2,8,8,3,100.36500000000001
cc,2,8,8,3,88.99499999999999
rr,3,8,8,11,253.014
random,3,8,8,11,246.00900000000001
cc,3,8,8,11,168.664
rr,4,8,8,9,323.09650000000005
random,4,8,8,9,311.7015
cc,4,8,8,9,206.76649999999998
rr,5,8,8,4,141.29749999999999
random,5,8,8,4,146.7475
cc,5,8,8,4,126.7675
rr,6,8,8,15,168.69099999999997
random,6,8,8,15,169.98100000000002
cc,6,8,8,15,144.30600000000004
rr,7,8,8,14,323.90099999999995
random,7,8,8,14,300.57599999999996
cc,7,8,8,14,229.69600000000003
rr,8,8,8,3,104.58850000000001
random,8,8,8,3,104.4235
cc,8,8,8,3,90.2985
rr,9,8,8,8,197.97750000000002
random,9,8,8,8,200.82750000000004
cc,9,8,8,8,145.34750000000003
rr,10,8,8,8,190.15400000000002
random,10,8,8,8,192.779
cc,10,8,8,8,152.11900000000003
rr,11,8,8,9,179.09650000000002
random,11,8,8,9,179.0315
cc,11,8,8,9,144.2065
rr,12,8,8,9,167.057
random,12,8,8,9,167.37199999999999
cc,12,8,8,9,132.34199999999998
rr,13,8,8,8,248.33600000000004
random,13,8,8,8,230.531
cc,13,8,8,8,180.73100000000002
rr,14,8,8,5,200.5835
random,14,8,8,5,195.56349999999998
cc,14,8,8,5,144.4785
rr,15,8,8,8,259.411
random,15,8,8,8,253.916
cc,15,8,8,8,165.421
rr,16,8,8,4,147.0335
random,16,8,8,4,148.98850000000002
cc,16,8,8,4,164.09349999999998
rr,17,8,8,7,262.415
random,17,8,8,7,260.46
cc,17,8,8,7,190.525
rr,18,8,8,3,73.7335
random,18,8,8,3,73.8735
cc,18,8,8,3,65.2835
rr,19,8,8,8,148.99450000000002
random,19,8,8,8,149.82950000000002
cc,19,8,8,8,126.4995
rr,20,8,8,6,109.85499999999999
random,20,8,8,6,111.245
cc,20,8,8,6,94.075
rr,21,8,8,5,202.81900000000002
random,21,8,8,5,175.67900000000003
cc,21,8,8,5,195.984
rr,22,8,8,15,288.25
random,22,8,8,15,280.76000000000005
cc,22,8,8,15,175.605
rr,23,8,8,9,271.48900000000003
random,23,8,8,9,263.129
cc,23,8,8,9,199.199
rr,24,8,8,5,180.86249999999998
random,24,8,8,5,183.8325
cc,24,8,8,5,160.83749999999998
rr,25,8,8,3,100.6855
random,25,8,8,3,100.88550000000001
cc,25,8,8,3,95.5605
rr,26,8,8,5,95.84500000000001
random,26,8,8,5,95.885
cc,26,8,8,5,95.06000000000002
rr,27,8,8,4,101.87049999999999
random,27,8,8,4,101.6505
cc,27,8,8,4,86.44550000000001
rr,28,8,8,11,273.88500000000005
random,28,8,8,11,266.57
cc,28,8,8,11,190.74
rr,29,8,8,5,97.8085
random,29,8,8,5,98.1685
cc,29,8,8,5,83.0435
