rr,0,9,8,8,289.9965
random,0,9,8,8,276.2865
cc,0,9,8,8,202.7015
rr,1,8,8,8,196.05
random,1,8,8,8,192.675
cc,1,8,8,8,144.585
rr,2,9,8,8,292.312
random,2,9,8,8,290.507
cc,2,9,8,8,251.21200000000002
rr,3,11,8,8,356.2025
random,3,11,8,8,351.50250000000005
cc,3,11,8,8,255.1275
rr,4,8,8,8,331.482
random,4,8,8,8,305.107
cc,4,8,8,8,218.912
rr,5,8,8,8,215.44850000000002
random,5,8,8,8,211.99849999999998
cc,5,8,8,8,141.1235
rr,6,5,8,8,168.93599999999998
random,6,5,8,8,164.78099999999998
cc,6,5,8,8,116.846
rr,7,10,8,8,324.306
random,7,10,8,8,322.291
cc,7,10,8,8,246.586
rr,8,9,8,8,197.32799999999997
random,8,9,8,8,200.03300000000002
cc,8,9,8,8,165.38799999999998
rr,9,13,8,8,214.521
random,9,13,8,8,211.44600000000003
cc,9,13,8,8,150.631
rr,10,15,8,8,345.1955
random,10,15,8,8,349.92049999999995
cc,10,15,8,8,246.0205
rr,11,15,8,8,411.742
random,11,15,8,8,404.982
cc,11,15,8,8,259.562
rr,12,11,8,8,244.2145
random,12,11,8,8,245.1995
cc,12,11,8,8,218.9195
rr,13,12,8,8,297.5145
random,13,12,8,8,288.0495
cc,13,12,8,8,192.1145
rr,14,3,8,8,55.318000000000005
random,14,3,8,8,55.518
cc,14,3,8,8,49.008
rr,15,14,8,8,335.679
random,15,14,8,8,330.6140000000001
cc,15,14,8,8,244.319
rr,16,11,8,8,302.0365
random,16,11,8,8,298.5815
cc,16,11,8,8,223.5315
rr,17,9,8,8,155.61700000000002
random,17,9,8,8,155.492
cc,17,9,8,8,128.47699999999998
rr,18,7,8,8,135.666
random,18,7,8,8,135.416
cc,18,7,8,8,113.366
rr,19,7,8,8,130.797
random,19,7,8,8,131.712
cc,19,7,8,8,119.457
rr,20,15,8,8,364.27200000000005
random,20,15,8,8,357.28200000000004
cc,20,15,8,8,382.657
rr,21,3,8,8,83.8545
random,21,3,8,8,84.1245
cc,21,3,8,8,76.3545
rr,22,4,8,8,196.2855
random,22,4,8,8,163.4955
cc,22,4,8,8,118.69550000000001
rr,23,7,8,8,163.1835
random,23,7,8,8,153.7785
cc,23,7,8,8,128.20350000000002
rr,24,11,8,8,355.98
random,24,11,8,8,346.24
cc,24,11,8,8,239.25000000000003
rr,25,11,8,8,209.03949999999998
random,25,11,8,8,212.24450000000004
cc,25,11,8,8,168.0295
rr,26,13,8,8,291.7015
random,26,13,8,8,286.9265
cc,26,13,8,8,213.5115
rr,27,3,8,8,107.96799999999999
random,27,3,8,8,108.428
cc,27,3,8,8,92.10300000000001
rr,28,5,8,8,114.44550000000001
random,28,5,8,8,114.27550000000001
cc,28,5,8,8,90.3905
rr,29,9,8,8,188.57
random,29,9,8,8,184.19
cc,29,9,8,8,145.71
